hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,average_daily_rate,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
City Hotel,0,147,2016,May,19,3,0,4,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,9,NULL,0,Transient,99.45,0,0,Check-Out,2016-05-07
Resort Hotel,0,2,2015,October,42,11,1,0,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,50.4,0,1,Check-Out,2015-10-12
Resort Hotel,0,152,2017,April,14,5,0,4,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,223,0,Transient-Party,53.25,1,0,Check-Out,2017-04-09
City Hotel,1,105,2016,April,15,6,0,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,12,NULL,0,Transient,75,0,0,Canceled,2016-01-18
City Hotel,0,2,2015,December,53,29,0,2,2,0,0,BB,BEL,Direct,Direct,0,0,0,A,A,0,No Deposit,14,NULL,0,Transient,115,0,0,Check-Out,2015-12-31
City Hotel,1,195,2017,July,31,31,1,1,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,104.4,0,0,No-Show,2017-07-31
City Hotel,1,134,2017,February,8,25,0,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,30,NULL,0,Transient-Party,75,0,0,Canceled,2017-02-24
City Hotel,0,28,2017,April,17,27,0,2,2,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,114,0,0,Check-Out,2017-04-29
City Hotel,1,184,2017,May,22,28,2,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,19,NULL,0,Transient,130,0,0,Canceled,2016-11-25
Resort Hotel,1,14,2017,March,10,10,0,2,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,2,Canceled,2017-02-24
Resort Hotel,1,221,2017,April,16,16,2,5,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,60,0,2,Canceled,2017-03-08
City Hotel,0,13,2015,September,40,30,0,3,2,0,0,HB,FRA,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,13,NULL,0,Transient,123.67,0,2,Check-Out,2015-10-03
Resort Hotel,0,13,2016,October,43,17,1,1,1,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250,NULL,0,Transient,41.4,0,0,Check-Out,2016-10-19
City Hotel,0,55,2016,March,13,20,2,3,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,124.1,0,2,Check-Out,2016-03-25
Resort Hotel,0,1,2017,May,21,23,0,1,1,0,0,BB,PRT,Online TA,TA/TO,1,0,1,A,A,0,No Deposit,240,NULL,0,Transient,67.5,0,2,Check-Out,2017-05-24
City Hotel,1,46,2017,June,25,20,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,229,NULL,0,Transient-Party,90,0,0,Canceled,2017-06-06
City Hotel,0,66,2017,February,5,3,1,2,2,0,0,SC,BEL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.2,0,1,Check-Out,2017-02-06
City Hotel,1,205,2016,September,38,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,2016-03-15
City Hotel,1,71,2016,June,25,14,0,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236,NULL,0,Transient,120,0,0,Canceled,2016-04-27
City Hotel,0,3,2017,February,8,22,0,3,2,3,0,HB,NLD,Online TA,TA/TO,0,0,0,F,F,1,No Deposit,9,NULL,0,Transient,275,0,2,Check-Out,2017-02-25
City Hotel,1,57,2017,April,16,21,0,2,2,0,0,BB,CHE,Direct,Direct,0,0,0,F,F,0,No Deposit,14,NULL,0,Transient,225,0,0,Canceled,2017-04-21
City Hotel,0,25,2016,April,16,12,0,1,1,0,0,BB,DEU,Direct,Direct,0,0,0,D,D,0,No Deposit,NULL,NULL,0,Transient,120,0,0,Check-Out,2016-04-13
City Hotel,0,23,2016,August,32,3,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,151,0,1,Check-Out,2016-08-05
Resort Hotel,0,209,2016,August,34,15,3,7,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241,NULL,0,Transient,99.02,0,2,Check-Out,2016-08-25
City Hotel,1,34,2015,December,50,8,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,19,NULL,0,Transient,90,0,0,Canceled,2015-11-06
Resort Hotel,1,43,2017,January,4,27,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient-Party,48,0,0,Canceled,2017-01-05
City Hotel,1,72,2016,April,15,3,2,1,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,76.5,0,0,Canceled,2016-01-22
City Hotel,0,140,2016,July,27,2,1,1,2,2,0,BB,USA,Online TA,TA/TO,0,0,0,B,B,0,No Deposit,9,NULL,0,Transient,88.77,0,1,Check-Out,2016-07-04
City Hotel,1,74,2015,September,38,18,0,2,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,6,NULL,0,Transient-Party,101.5,0,0,Canceled,2015-07-06
City Hotel,0,48,2017,February,8,22,0,2,1,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,65,0,1,Check-Out,2017-02-24
City Hotel,0,48,2017,February,5,3,2,6,1,0,0,BB,ISR,Direct,Direct,0,0,0,A,A,1,No Deposit,14,NULL,0,Transient,77,0,3,Check-Out,2017-02-11
City Hotel,1,180,2016,April,16,13,0,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,1,0,A,A,0,Non Refund,21,NULL,38,Transient,125,0,0,Canceled,2015-11-23
City Hotel,1,181,2016,December,51,14,0,2,2,0,0,HB,LUX,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,124.2,0,0,Canceled,2016-08-18
Resort Hotel,0,225,2016,June,26,23,2,5,2,0,0,HB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,40,NULL,0,Transient,79.84,0,0,Check-Out,2016-06-30
City Hotel,1,102,2017,May,20,20,2,3,1,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,138.6,0,0,Canceled,2017-05-07
City Hotel,1,105,2017,May,20,19,0,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,160,0,0,Canceled,2017-02-03
City Hotel,0,153,2016,July,31,27,0,4,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,91.38,0,1,Check-Out,2016-07-31
City Hotel,1,150,2017,June,24,17,2,3,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,120,0,0,Canceled,2017-01-18
City Hotel,1,40,2017,January,3,20,2,3,3,0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,83,NULL,0,Transient,70.4,0,0,Canceled,2017-01-03
Resort Hotel,1,163,2017,August,34,24,2,5,2,1,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15,NULL,0,Transient,188.03,0,0,Canceled,2017-03-22
City Hotel,1,19,2015,October,41,6,0,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,1,1,0,A,A,0,Non Refund,82,NULL,0,Transient,90,0,0,Canceled,2015-09-17
City Hotel,0,39,2015,August,33,14,0,2,1,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,6,NULL,0,Transient-Party,87,0,0,Check-Out,2015-08-16
Resort Hotel,0,100,2017,April,17,29,2,1,2,0,0,Undefined,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,385,NULL,0,Transient-Party,83,0,1,Check-Out,2017-05-02
Resort Hotel,0,47,2015,September,39,22,0,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,156,NULL,0,Contract,85.5,0,0,Check-Out,2015-09-25
City Hotel,1,0,2015,December,53,28,1,2,2,0,0,BB,FRA,Offline TA/TO,TA/TO,1,0,0,A,D,0,No Deposit,28,NULL,0,Transient,58,0,0,Canceled,2015-12-28
City Hotel,0,65,2016,December,51,17,2,1,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,42,NULL,0,Transient,68,0,0,Check-Out,2016-12-20
Resort Hotel,0,36,2016,December,53,27,0,1,2,0,0,BB,USA,Direct,Direct,0,0,0,F,F,0,No Deposit,250,NULL,0,Transient,75,0,0,Check-Out,2016-12-28
Resort Hotel,0,49,2016,March,12,15,0,5,2,0,0,HB,DEU,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,171,NULL,0,Transient,38,0,0,Check-Out,2016-03-20
Resort Hotel,1,34,2017,August,31,4,1,2,3,0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,242,NULL,0,Transient,283.6,0,1,Canceled,2017-07-09
City Hotel,0,89,2016,August,36,29,1,1,1,0,0,SC,IRL,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,116.1,0,0,Check-Out,2016-08-31
Resort Hotel,0,0,2016,February,9,23,0,2,1,0,0,BB,PRT,Complementary,TA/TO,0,0,0,E,E,0,No Deposit,15,NULL,0,Transient,0,0,0,Check-Out,2016-02-25
Resort Hotel,0,107,2016,June,23,1,2,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,82,0,2,Check-Out,2016-06-07
City Hotel,0,1,2016,June,27,28,0,1,1,0,1,BB,NLD,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,133,0,2,Check-Out,2016-06-29
Resort Hotel,1,37,2016,April,18,29,2,5,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,71,NULL,0,Transient,46,0,0,Canceled,2016-04-13
Resort Hotel,0,4,2015,December,51,19,0,1,2,0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,98,0,2,Check-Out,2015-12-20
City Hotel,1,114,2016,July,27,1,1,2,1,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,192,NULL,0,Transient,75,0,0,Canceled,2016-03-29
City Hotel,0,27,2016,September,37,9,2,2,3,0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,86,NULL,0,Transient-Party,167.2,0,0,Check-Out,2016-09-13
City Hotel,0,47,2015,August,34,18,0,2,1,0,0,BB,DEU,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,19,NULL,0,Transient-Party,100,0,1,Check-Out,2015-08-20
City Hotel,1,23,2015,October,41,7,0,1,1,0,0,BB,PRT,Direct,Direct,0,1,0,A,A,0,No Deposit,NULL,NULL,0,Transient,90,0,0,Canceled,2015-09-18
Resort Hotel,1,275,2015,October,41,4,2,0,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,26,0,A,A,0,Non Refund,208,NULL,0,Transient,50,0,0,Canceled,2015-01-30
City Hotel,1,150,2016,January,1,2,2,1,2,0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,21,NULL,91,Transient,101,0,0,Canceled,2015-11-04
City Hotel,1,72,2016,October,45,31,2,5,3,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,126.64,0,0,Canceled,2016-08-20
City Hotel,1,11,2016,April,18,24,2,2,2,2,0,BB,FRA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,9,NULL,0,Transient,203.5,0,0,Canceled,2016-04-16
City Hotel,0,98,2017,May,20,15,1,1,2,0,0,HB,AUS,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,144.14,0,2,Check-Out,2017-05-17
City Hotel,0,0,2017,January,5,30,0,0,0,0,0,SC,PRT,Online TA,TA/TO,1,0,0,A,K,0,No Deposit,9,NULL,0,Transient,0,0,0,Check-Out,2017-01-30
Resort Hotel,1,247,2015,October,41,9,1,2,2,0,0,FB,ESP,Groups,TA/TO,0,1,0,A,A,0,Non Refund,68,NULL,0,Transient,81,0,0,Canceled,2015-09-02
City Hotel,0,36,2016,December,50,9,1,2,2,0,0,SC,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,88,0,1,Check-Out,2016-12-12
City Hotel,0,77,2016,October,41,7,1,2,2,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,5,No Deposit,9,NULL,0,Transient,132.3,0,2,Check-Out,2016-10-10
City Hotel,0,7,2016,February,9,26,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,93,0,1,Check-Out,2016-02-28
City Hotel,1,22,2017,April,17,29,2,1,2,0,0,SC,RUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,133,0,1,Canceled,2017-04-08
Resort Hotel,0,11,2016,February,9,26,1,2,3,0,0,FB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,6,NULL,0,Transient,108.15,0,1,Check-Out,2016-02-29
City Hotel,1,212,2016,May,21,20,2,3,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,21,NULL,0,Transient-Party,78,0,0,Canceled,2016-05-17
City Hotel,1,92,2016,March,13,26,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,170,NULL,0,Transient,100,0,0,Canceled,2016-01-19
Resort Hotel,0,272,2017,July,27,6,1,3,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,6,NULL,0,Transient,135.9,0,2,Check-Out,2017-07-10
City Hotel,1,239,2015,October,42,17,0,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,60,0,0,Canceled,2015-08-17
City Hotel,1,379,2015,October,44,31,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-07-23
City Hotel,1,30,2016,September,39,18,2,3,2,0,0,BB,PRT,Corporate,Corporate,0,0,0,E,E,0,No Deposit,NULL,277,0,Transient,170.63,0,1,Canceled,2016-09-09
City Hotel,0,6,2016,May,22,23,1,1,2,0,0,SC,KOR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,119,0,2,Check-Out,2016-05-25
City Hotel,1,67,2016,October,42,11,0,2,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,99.71,0,0,Canceled,2016-08-18
City Hotel,1,129,2017,January,2,8,2,1,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,D,D,0,Non Refund,NULL,NULL,0,Transient,67,0,0,Canceled,2016-10-21
City Hotel,0,174,2016,August,32,2,0,2,3,0,1,BB,ESP,Online TA,TA/TO,0,0,0,D,F,1,No Deposit,9,NULL,0,Transient,166.7,0,2,Check-Out,2016-08-04
City Hotel,0,138,2017,July,30,28,0,2,2,0,0,BB,CN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,130.5,0,0,Check-Out,2017-07-30
Resort Hotel,0,0,2016,January,2,7,0,1,2,0,0,BB,PRT,Direct,Direct,1,0,1,A,F,0,No Deposit,110,NULL,0,Transient,38,0,0,Check-Out,2016-01-08
City Hotel,1,124,2016,December,53,26,1,3,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,105.61,0,2,Canceled,2016-11-29
City Hotel,0,3,2015,December,51,14,1,0,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,7,NULL,0,Transient,62.37,0,0,Check-Out,2015-12-15
City Hotel,0,123,2015,November,45,6,1,2,2,0,0,BB,FRA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,60,0,0,Check-Out,2015-11-09
City Hotel,1,205,2016,September,38,16,1,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,37,NULL,0,Transient,120,0,0,Canceled,2016-03-15
City Hotel,1,9,2017,March,11,18,0,1,3,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,168,0,0,Canceled,2017-03-10
Resort Hotel,1,4,2017,April,16,16,2,0,3,1,0,BB,PRT,Direct,Direct,0,0,0,H,H,0,No Deposit,250,NULL,0,Transient,181,0,0,Canceled,2017-04-13
City Hotel,1,241,2017,March,10,9,0,3,2,0,0,SC,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,79.2,0,0,Canceled,2016-11-21
City Hotel,0,8,2016,October,45,30,2,1,2,0,0,BB,ISR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,149,1,1,Check-Out,2016-11-02
City Hotel,0,12,2015,August,36,31,1,2,1,0,0,BB,AUS,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Contract,90,0,1,Check-Out,2015-09-03
Resort Hotel,1,321,2017,May,22,28,2,5,2,0,0,BB,BEL,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240,NULL,0,Transient,89.87,0,2,Canceled,2016-12-03
City Hotel,1,125,2017,April,16,20,0,3,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,33,NULL,0,Transient,85,0,0,Canceled,2016-12-16
Resort Hotel,1,87,2016,October,44,27,0,3,2,0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,58,0,0,Canceled,2016-10-17
Resort Hotel,0,0,2016,March,12,18,0,2,2,0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240,NULL,0,Transient,58,0,0,Check-Out,2016-03-20
Resort Hotel,0,220,2016,September,36,1,1,3,2,0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,2,No Deposit,240,NULL,0,Transient,102,1,1,Check-Out,2016-09-05
City Hotel,1,82,2016,February,6,2,0,5,2,0,0,HB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,21,Transient,96,0,0,Canceled,2015-12-03
Resort Hotel,1,72,2016,June,25,17,0,2,2,2,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240,NULL,0,Transient,179,0,0,Canceled,2016-04-20
City Hotel,1,14,2016,May,20,8,2,3,3,0,0,BB,TUR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,159,0,0,Canceled,2016-04-24
City Hotel,1,35,2016,December,53,29,2,6,2,0,0,BB,ITA,Online TA,TA/TO,0,0,0,D,D,3,No Deposit,9,NULL,0,Transient,114.98,0,2,Canceled,2016-12-22
Resort Hotel,0,33,2017,May,21,23,0,1,3,1,0,HB,IND,Online TA,TA/TO,0,0,0,H,H,1,No Deposit,240,NULL,0,Transient,180,0,1,Check-Out,2017-05-24
Resort Hotel,1,25,2017,March,13,29,0,2,2,0,0,BB,FRA,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240,NULL,0,Transient,65,0,2,Canceled,2017-03-22
Resort Hotel,0,327,2016,August,36,31,4,10,2,0,0,HB,IRL,Offline TA/TO,TA/TO,0,0,0,D,D,1,No Deposit,NULL,NULL,0,Transient,117.48,0,2,Check-Out,2016-09-14
City Hotel,0,26,2016,May,21,18,0,1,1,0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,7,NULL,0,Transient,120.12,0,1,Check-Out,2016-05-19
City Hotel,1,379,2015,October,44,31,1,1,2,0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,Non Refund,1,NULL,0,Transient,62,0,0,Canceled,2015-07-23
Resort Hotel,0,252,2017,April,16,22,2,6,2,0,0,HB,GBR,Complementary,TA/TO,1,0,3,A,H,4,No Deposit,273,NULL,0,Transient-Party,0,0,1,Check-Out,2017-04-30
Resort Hotel,0,126,2015,July,27,1,0,4,2,0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,253,NULL,0,Transient,62.5,0,0,Check-Out,2015-07-05
City Hotel,0,207,2017,August,33,13,4,7,2,1,0,BB,FRA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,141.46,0,2,Check-Out,2017-08-24
Resort Hotel,1,152,2016,May,23,30,4,10,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,147,NULL,0,Transient,56.72,0,0,Canceled,2016-04-14
City Hotel,0,71,2016,May,19,7,2,4,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient-Party,132.6,0,0,Check-Out,2016-05-13
City Hotel,0,48,2016,February,9,27,2,1,2,0,0,BB,POL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,86.3,0,1,Check-Out,2016-03-01
City Hotel,0,8,2016,February,8,16,0,1,1,0,0,BB,HUN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient-Party,91,0,0,Check-Out,2016-02-17
City Hotel,0,10,2016,August,32,5,0,2,2,1,1,BB,PRT,Online TA,TA/TO,0,0,0,D,E,1,No Deposit,9,NULL,0,Transient,186,0,1,Check-Out,2016-08-07
Resort Hotel,0,0,2016,June,25,12,1,0,2,0,0,BB,DEU,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,131,1,0,Check-Out,2016-06-13
Resort Hotel,0,0,2017,March,13,31,0,1,2,0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,80,0,0,Check-Out,2017-04-01
City Hotel,0,30,2017,June,23,6,0,2,1,0,0,BB,FIN,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,423,NULL,0,Transient,59.8,0,0,Check-Out,2017-06-08
City Hotel,0,14,2016,July,28,8,0,1,2,0,0,SC,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9,NULL,0,Transient,139,0,1,Check-Out,2016-07-09
Resort Hotel,1,328,2015,October,41,6,2,5,6,0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,NULL,NULL,0,Group,0,0,0,Canceled,2015-01-02
Resort Hotel,0,406,2016,August,36,29,3,9,2,0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,40,NULL,0,Contract,85.88,1,0,Check-Out,2016-09-10
City Hotel,0,35,2016,November,49,28,1,1,1,0,0,BB,ITA,Groups,TA/TO,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient-Party,65,0,0,Check-Out,2016-11-30
City Hotel,0,14,2017,July,29,19,0,1,1,0,0,BB,MEX,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,8,NULL,0,Transient,150,0,2,Check-Out,2017-07-20
City Hotel,0,4,2016,November,47,14,1,0,1,0,0,BB,POL,Groups,TA/TO,0,0,0,A,D,0,No Deposit,33,NULL,0,Transient,6,0,2,Check-Out,2016-11-15
City Hotel,1,111,2017,April,15,13,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,181.5,0,0,Canceled,2016-12-29
Resort Hotel,1,226,2016,June,26,25,2,5,2,0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250,NULL,0,Transient,118.15,0,0,Canceled,2016-02-01
Resort Hotel,0,117,2016,May,19,2,1,4,2,0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,242,NULL,0,Transient,52.2,0,1,Check-Out,2016-05-07
City Hotel,0,134,2016,April,15,9,1,1,2,0,0,HB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,90,0,1,Check-Out,2016-04-11
City Hotel,0,15,2017,March,10,7,0,1,1,0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,F,1,No Deposit,9,NULL,0,Transient,106.2,0,0,Check-Out,2017-03-08
City Hotel,1,62,2017,April,14,6,0,3,1,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,NULL,NULL,0,Transient,135,0,0,Canceled,2017-02-03
City Hotel,0,7,2016,April,17,21,0,3,2,0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9,NULL,0,Transient,183,1,1,Check-Out,2016-04-24
Resort Hotel,0,74,2017,April,18,30,2,0,1,0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241,NULL,0,Transient,55.59,0,1,Check-Out,2017-05-02
City Hotel,0,13,2016,October,42,9,2,1,2,0,0,BB,CHE,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,9,NULL,0,Transient,177.62,0,1,Check-Out,2016-10-12
Resort Hotel,0,9,2016,May,21,15,1,0,2,0,0,BB,GBR,Groups,TA/TO,0,0,0,A,A,0,Refundable,NULL,NULL,0,Group,76,1,0,Check-Out,2016-05-16
Resort Hotel,0,10,2017,April,16,20,0,1,1,0,0,BB,PRT,Corporate,Corporate,1,0,18,A,A,0,No Deposit,NULL,154,0,Transient,45,0,0,Check-Out,2017-04-21
Resort Hotel,0,61,2016,July,31,26,0,2,2,0,0,BB,USA,Online TA,TA/TO,0,0,0,F,F,0,No Deposit,241,NULL,0,Transient,157.85,0,1,Check-Out,2016-07-28
City Hotel,1,407,2017,May,18,6,2,1,2,0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,229,NULL,0,Transient,90,0,0,Canceled,2016-04-17
Resort Hotel,0,13,2015,August,34,21,2,4,2,0,0,FB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,NULL,NULL,0,Transient,236,0,0,Check-Out,2015-08-27
Resort Hotel,0,60,2017,March,11,13,1,3,2,0,0,BB,BRA,Online TA,TA/TO,0,0,0,G,G,1,No Deposit,240,NULL,0,Transient,105.25,1,2,Check-Out,2017-03-17
City Hotel,1,12,2015,July,29,18,2,2,2,0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,62,0,0,Canceled,2015-07-18
City Hotel,0,55,2015,September,37,6,2,0,2,0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,1,NULL,0,Transient-Party,75,0,0,Check-Out,2015-09-08
